brand,model,year,price,mileage,fuel_type,transmission,engine_capacity,body_type,location,condition,seller_type,color,features_count,vehicle_age,tax_era,brand_category,fuel_efficiency,is_popular_model,log_price,age_group,mileage_per_year,mileage_category,brand_age_interaction,is_premium_combo,engine_category,fuel_efficiency_enc,tax_era_enc,mileage_category_enc,engine_category_enc
Nissan,Tiida,2012,881070.0,173185,Hybrid,Automatic,2000,Hatchback,Matara,Used,Individual,White,20,12,Low Tax Era,Standard,High,0,13.688893491909463,Old (8-12yr),14432.083333333334,Very High,0,0,Medium,3,1,4,3
Suzuki,Hustler,2018,1661063.0,71923,Hybrid,Automatic,1800,Coupe,Kandy,Used,Dealer,White,7,6,Medium Tax Era,Standard,High,0,14.32296891885855,Mid (4-7yr),11987.166666666666,Medium,0,0,Medium,3,2,2,3
Toyota,Aqua,2019,3234704.0,118840,Hybrid,Automatic,1800,Hatchback,Matara,Used,Individual,Red,15,5,Medium Tax Era,Standard,High,1,14.989448291650875,Mid (4-7yr),23768.0,High,0,0,Medium,3,2,3,3
Toyota,Camry,2018,2544984.0,109460,Hybrid,Manual,1300,Sedan,Ratnapura,Used,Individual,White,21,6,Medium Tax Era,Standard,High,0,14.749635314039764,Mid (4-7yr),18243.333333333332,High,0,0,Small,3,2,3,2
Toyota,Aqua,2014,1571553.0,138817,Hybrid,Manual,1800,Hatchback,Kurunegala,Used,Individual,White,10,10,Low Tax Era,Standard,High,1,14.267575496703849,Old (8-12yr),13881.7,High,0,0,Medium,3,1,3,3
KIA,Rio,2015,1319104.0,117475,Electric,Automatic,0,Sedan,Kurunegala,Reconditioned,Dealer,White,7,9,Low Tax Era,Standard,Very High,0,14.092464034293021,Old (8-12yr),13052.777777777777,High,0,0,Micro,4,1,3,1
Toyota,Aqua,2010,720128.0,243623,Petrol,Manual,1300,Hatchback,Colombo,Reconditioned,Individual,White,16,14,Low Tax Era,Standard,Medium,1,13.487185641610475,Vintage (13+yr),17401.64285714286,Very High,0,1,Small,2,1,4,2
Toyota,Corolla,2021,3114238.0,20698,Petrol,Automatic,1300,Sedan,Kurunegala,Reconditioned,Individual,White,9,3,High Tax Era,Standard,Medium,0,14.951495378591503,New (0-3yr),6899.333333333333,Low,0,0,Small,2,3,1,2
Hyundai,i10,2008,500000.0,223464,Petrol,Automatic,1300,Hatchback,Anuradhapura,Reconditioned,Individual,Silver,5,16,Low Tax Era,Standard,Medium,0,13.122365377402328,Vintage (13+yr),13966.5,Very High,0,0,Small,2,1,4,2
Nissan,Note,2014,1126375.0,191576,Hybrid,Manual,2000,Coupe,Colombo,Used,Dealer,Gold,18,10,Low Tax Era,Standard,High,0,13.93451595734074,Old (8-12yr),19157.6,Very High,0,0,Medium,3,1,4,3
Suzuki,Every,2017,1388633.0,100281,Hybrid,Manual,1800,Van,Kurunegala,Reconditioned,Dealer,Blue,12,7,Medium Tax Era,Standard,High,0,14.143831088094455,Mid (4-7yr),14325.857142857143,High,0,0,Medium,3,2,3,3
KIA,Sorento,2017,1486159.0,47347,Petrol,Automatic,2000,Wagon,Colombo,Used,Individual,White,10,7,Medium Tax Era,Standard,Low,0,14.211706170065286,Mid (4-7yr),6763.857142857143,Low,0,0,Medium,1,2,1,3
Toyota,Prius,2018,2388549.0,54011,Hybrid,Manual,1800,Van,Ratnapura,Reconditioned,Dealer,Silver,13,6,Medium Tax Era,Standard,High,1,14.686197045233408,Mid (4-7yr),9001.833333333334,Medium,0,1,Medium,3,2,2,3
Mitsubishi,Montero,2010,595086.0,212659,Petrol,Automatic,2000,Sedan,Galle,Used,Individual,Blue,21,14,Low Tax Era,Standard,Low,0,13.29646289232628,Vintage (13+yr),15189.92857142857,Very High,0,0,Medium,1,1,4,3
KIA,Sportage,2014,992968.0,139993,Petrol,Manual,2000,Coupe,Colombo,Used,Individual,Silver,17,10,Low Tax Era,Standard,Low,0,13.808454724010293,Old (8-12yr),13999.3,High,0,0,Medium,1,1,3,3
Toyota,Axio,2008,689816.0,224341,Petrol,Automatic,1300,Sedan,Kandy,Used,Individual,White,22,16,Low Tax Era,Standard,Medium,1,13.444181624005786,Vintage (13+yr),14021.3125,Very High,0,0,Small,2,1,4,2
Honda,Freed,2020,2510602.0,29719,Petrol,Automatic,1500,Van,Negombo,Used,Dealer,White,7,4,High Tax Era,Standard,Low,0,14.736033521299014,Mid (4-7yr),7429.75,Low,0,0,Small,1,3,1,2
Mazda,CX-3,2015,1272556.0,90225,Petrol,Automatic,2000,Coupe,Kurunegala,Reconditioned,Individual,Black,8,9,Low Tax Era,Standard,Low,0,14.056538820116769,Old (8-12yr),10025.0,Medium,0,0,Medium,1,1,2,3
Toyota,Allion,2015,2137737.0,45313,Hybrid,Automatic,1500,Sedan,Gampaha,Used,Dealer,White,16,9,Low Tax Era,Standard,High,0,14.575258818623894,Old (8-12yr),5034.777777777777,Low,0,0,Small,3,1,1,2
Honda,Fit,2014,1313342.0,99229,Hybrid,Automatic,2000,Hatchback,Gampaha,Reconditioned,Individual,Grey,9,10,Low Tax Era,Standard,High,1,14.08808635298501,Old (8-12yr),9922.9,Medium,0,1,Medium,3,1,2,3
Hyundai,Accent,2015,1233787.0,92227,Hybrid,Automatic,1300,Hatchback,Galle,Used,Individual,Brown,10,9,Low Tax Era,Standard,High,0,14.025599669660775,Old (8-12yr),10247.444444444445,Medium,0,0,Small,3,1,2,2
Toyota,Axio,2019,2866812.0,110442,Electric,Manual,0,Sedan,Negombo,Used,Individual,Silver,10,5,Medium Tax Era,Standard,Very High,1,14.868711517764426,Mid (4-7yr),22088.4,High,0,0,Micro,4,2,3,1
Toyota,Vitz,2019,3074096.0,67386,Hybrid,Manual,1800,Hatchback,Negombo,Reconditioned,Individual,Brown,14,5,Medium Tax Era,Standard,High,0,14.938521757560059,Mid (4-7yr),13477.2,Medium,0,0,Medium,3,2,2,3
Toyota,Allion,2017,2219796.0,117853,Hybrid,Automatic,1000,Sedan,Negombo,Reconditioned,Dealer,White,13,7,Medium Tax Era,Standard,High,0,14.612926308225997,Mid (4-7yr),16836.14285714286,High,0,0,Small,3,2,3,2
Toyota,Prius,2010,736140.0,118346,Petrol,Manual,2000,Sedan,Jaffna,Used,Dealer,Black,15,14,Low Tax Era,Standard,Low,1,13.509176955449615,Vintage (13+yr),8453.285714285714,High,0,0,Medium,1,1,3,3
Toyota,Axio,2009,647031.0,81881,Diesel,Manual,1500,Sedan,Colombo,Used,Dealer,Black,11,15,Low Tax Era,Standard,Low,1,13.380151031301711,Vintage (13+yr),5458.733333333334,Medium,0,0,Small,1,1,2,2
Toyota,Vezel,2020,3302745.0,27205,Petrol,Automatic,2000,SUV,Matara,Reconditioned,Individual,White,12,4,High Tax Era,Standard,Low,1,15.010264801627915,Mid (4-7yr),6801.25,Low,0,1,Medium,1,3,1,3
Toyota,Vitz,2014,1359360.0,174283,Petrol,Automatic,1300,Hatchback,Jaffna,Reconditioned,Dealer,Red,19,10,Low Tax Era,Standard,Medium,0,14.122525294355578,Old (8-12yr),17428.3,Very High,0,0,Small,2,1,4,2
Suzuki,Swift,2013,744854.0,214164,Hybrid,Manual,1800,Hatchback,Negombo,Used,Individual,Black,20,11,Low Tax Era,Standard,High,1,13.520944847546167,Old (8-12yr),19469.454545454544,Very High,0,0,Medium,3,1,4,3
Mitsubishi,ASX,2015,1036240.0,104140,Petrol,Manual,1800,Coupe,Gampaha,Used,Individual,White,10,9,Low Tax Era,Standard,Low,0,13.85111030023108,Old (8-12yr),11571.111111111111,High,0,0,Medium,1,1,3,3
Honda,Fit,2012,924960.0,121347,Petrol,Automatic,1500,Hatchback,Negombo,Used,Individual,White,14,12,Low Tax Era,Standard,Low,1,13.73750685344355,Old (8-12yr),10112.25,High,0,0,Small,1,1,3,2
Suzuki,Hustler,2022,2407028.0,58485,Diesel,Automatic,2000,Wagon,Batticaloa,Used,Dealer,Black,14,2,High Tax Era,Standard,Low,0,14.693903764885402,New (0-3yr),29242.5,Medium,0,0,Medium,1,3,2,3
Toyota,Aqua,2016,2379490.0,54758,Electric,Automatic,0,Hatchback,Galle,Reconditioned,Dealer,White,22,8,Medium Tax Era,Standard,Very High,1,14.682397157228943,Old (8-12yr),6844.75,Medium,0,1,Micro,4,2,2,1
Suzuki,Swift,2023,3664554.0,820,Hybrid,Automatic,1300,Hatchback,Galle,Used,Individual,White,22,1,High Tax Era,Standard,High,1,15.114217467104288,New (0-3yr),820.0,Low,0,0,Small,3,3,1,2
Mazda,CX-5,2012,1134569.0,95216,Electric,Manual,0,SUV,Colombo,Used,Individual,White,14,12,Low Tax Era,Standard,Very High,0,13.941764282488545,Old (8-12yr),7934.666666666667,Medium,0,0,Micro,4,1,2,1
Toyota,Vezel,2019,2527062.0,91502,Petrol,Automatic,1000,SUV,Colombo,Reconditioned,Dealer,White,6,5,Medium Tax Era,Standard,Medium,1,14.742568316807487,Mid (4-7yr),18300.4,Medium,0,1,Small,2,2,2,2
Toyota,Camry,2008,606174.0,233263,Petrol,Automatic,1000,Sedan,Negombo,Reconditioned,Individual,Silver,18,16,Low Tax Era,Standard,Medium,0,13.314924002240744,Vintage (13+yr),14578.9375,Very High,0,0,Small,2,1,4,2
Mitsubishi,Mirage,2017,1596955.0,107708,Petrol,Automatic,2000,Hatchback,Matara,Used,Dealer,White,10,7,Medium Tax Era,Standard,Low,0,14.283609875158234,Mid (4-7yr),15386.857142857143,High,0,0,Medium,1,2,3,3
Toyota,Allion,2017,2071212.0,67564,Hybrid,Manual,1500,Sedan,Ratnapura,Used,Individual,Brown,12,7,Medium Tax Era,Standard,High,0,14.543644983954422,Mid (4-7yr),9652.0,Medium,0,0,Small,3,2,2,2
Suzuki,Spacia,2018,1903199.0,98255,Electric,Automatic,0,Wagon,Colombo,Used,Individual,Blue,19,6,Medium Tax Era,Standard,Very High,0,14.459047237970886,Mid (4-7yr),16375.833333333334,Medium,0,0,Micro,4,2,2,1
Toyota,Allion,2018,2938142.0,96063,Hybrid,Automatic,1000,Sedan,Gampaha,Used,Dealer,White,12,6,Medium Tax Era,Standard,High,0,14.89328830709786,Mid (4-7yr),16010.5,Medium,0,0,Small,3,2,2,2
Mitsubishi,Mirage,2016,1756063.0,56709,Hybrid,Automatic,1300,Wagon,Colombo,Reconditioned,Individual,Black,16,8,Medium Tax Era,Standard,High,0,14.378585498982291,Old (8-12yr),7088.625,Medium,0,0,Small,3,2,2,2
Toyota,Vitz,2016,1866915.0,89052,Petrol,Automatic,1800,Hatchback,Matara,Used,Individual,White,21,8,Medium Tax Era,Standard,Low,0,14.43979842954597,Old (8-12yr),11131.5,Medium,0,0,Medium,1,2,2,3
Mazda,CX-3,2018,2661907.0,109280,Hybrid,Automatic,1500,Van,Negombo,Reconditioned,Dealer,Grey,23,6,Medium Tax Era,Standard,High,0,14.794553716859125,Mid (4-7yr),18213.333333333332,High,0,0,Small,3,2,3,2
Honda,Insight,2018,2204866.0,92664,Petrol,Automatic,2000,Wagon,Colombo,Reconditioned,Individual,Gold,20,6,Medium Tax Era,Standard,Low,0,14.606177747583596,Mid (4-7yr),15444.0,Medium,0,0,Medium,1,2,2,3
Toyota,Corolla,2010,699652.0,166226,Diesel,Manual,1500,Sedan,Matara,Used,Individual,Black,10,14,Low Tax Era,Standard,Low,0,13.458339776832881,Vintage (13+yr),11873.285714285714,Very High,0,0,Small,1,1,4,2
Toyota,Camry,2012,1114380.0,223687,Hybrid,Manual,1500,Sedan,Batticaloa,Reconditioned,Dealer,Red,16,12,Low Tax Era,Standard,High,0,13.923809651769007,Old (8-12yr),18640.583333333332,Very High,0,0,Small,3,1,4,2
KIA,Cerato,2014,1118762.0,171404,Hybrid,Manual,1000,Van,Gampaha,Reconditioned,Dealer,Black,15,10,Low Tax Era,Standard,High,0,13.927734168615421,Old (8-12yr),17140.4,Very High,0,0,Small,3,1,4,2
Honda,Insight,2011,845489.0,120475,Petrol,Automatic,1000,Coupe,Colombo,Used,Individual,White,21,13,Low Tax Era,Standard,Medium,0,13.647671619929717,Vintage (13+yr),9267.307692307691,High,0,0,Small,2,1,3,2
Toyota,Allion,2015,1857772.0,54414,Hybrid,Manual,1300,Sedan,Kurunegala,Used,Individual,Black,14,9,Low Tax Era,Standard,High,0,14.434889016510969,Old (8-12yr),6046.0,Medium,0,0,Small,3,1,2,2
Toyota,Aqua,2012,1417147.0,163384,Hybrid,Automatic,1500,Hatchback,Colombo,Used,Individual,White,21,12,Low Tax Era,Standard,High,1,14.164156959231414,Old (8-12yr),13615.333333333334,Very High,0,0,Small,3,1,4,2
Honda,Civic,2017,1816949.0,103965,Diesel,Automatic,2000,Sedan,Gampaha,Used,Individual,Silver,18,7,Medium Tax Era,Standard,Low,0,14.412669829113058,Mid (4-7yr),14852.142857142857,High,0,0,Medium,1,2,3,3
Toyota,Axio,2012,992477.0,218426,Diesel,Automatic,1300,Sedan,Galle,Used,Individual,White,6,12,Low Tax Era,Standard,Medium,1,13.807960125050956,Old (8-12yr),18202.166666666668,Very High,0,0,Small,2,1,4,2
Mitsubishi,Montero,2014,1524686.0,108926,Electric,Automatic,0,Hatchback,Gampaha,Reconditioned,Individual,Silver,23,10,Low Tax Era,Standard,Very High,0,14.237299701056187,Old (8-12yr),10892.6,High,0,0,Micro,4,1,3,1
Honda,Insight,2008,581414.0,147616,Petrol,Manual,1500,Sedan,Colombo,Reconditioned,Individual,Silver,19,16,Low Tax Era,Standard,Low,0,13.273220066567704,Vintage (13+yr),9226.0,High,0,0,Small,1,1,3,2
Toyota,Vitz,2011,994960.0,138502,Diesel,Automatic,2000,Hatchback,Matara,Reconditioned,Individual,Black,22,13,Low Tax Era,Standard,Low,0,13.810458819392649,Vintage (13+yr),10654.0,High,0,0,Medium,1,1,3,3
Suzuki,Ertiga,2017,1811033.0,59627,Electric,Automatic,0,Sedan,Colombo,Used,Dealer,White,23,7,Medium Tax Era,Standard,Very High,0,14.409408510847243,Mid (4-7yr),8518.142857142857,Medium,0,0,Micro,4,2,2,1
Honda,Insight,2019,2570054.0,75892,Hybrid,Automatic,1300,Wagon,Colombo,Used,Dealer,White,7,5,Medium Tax Era,Standard,High,0,14.75943785742062,Mid (4-7yr),15178.4,Medium,0,0,Small,3,2,2,2
Suzuki,Every,2021,2436679.0,34522,Diesel,Automatic,1800,Van,Colombo,Used,Individual,Silver,20,3,High Tax Era,Standard,Low,0,14.706147014999106,New (0-3yr),11507.333333333334,Low,0,0,Medium,1,3,1,3
Mazda,CX-5,2013,1005474.0,145524,Petrol,Automatic,1300,SUV,Galle,Used,Dealer,White,15,11,Low Tax Era,Standard,Medium,0,13.820970624633635,Old (8-12yr),13229.454545454546,High,0,0,Small,2,1,3,2
Suzuki,Wagon R,2010,517093.0,192651,Diesel,Manual,800,Hatchback,Colombo,Used,Individual,Green,19,14,Low Tax Era,Standard,Medium,1,13.155979955145462,Vintage (13+yr),13760.785714285714,Very High,0,0,Small,2,1,4,2
Toyota,Prius,2018,2465286.0,90494,Hybrid,Automatic,1500,Sedan,Colombo,Used,Individual,White,6,6,Medium Tax Era,Standard,High,1,14.717818788701763,Mid (4-7yr),15082.333333333334,Medium,0,0,Small,3,2,2,2
BMW,X1,2018,4010978.0,72230,Diesel,Automatic,2000,Van,Matara,Used,Dealer,Black,22,6,Medium Tax Era,Luxury,Low,0,15.20454590913639,Mid (4-7yr),12038.333333333334,Medium,6,0,Medium,1,2,2,3
Mitsubishi,Mirage,2014,1348738.0,180088,Hybrid,Manual,2000,Hatchback,Matara,Reconditioned,Individual,Black,23,10,Low Tax Era,Standard,High,0,14.114680639821502,Old (8-12yr),18008.8,Very High,0,0,Medium,3,1,4,3
Honda,Accord,2019,2519588.0,95371,Hybrid,Automatic,1500,Sedan,Matara,Reconditioned,Dealer,White,7,5,Medium Tax Era,Standard,High,0,14.739606350948035,Mid (4-7yr),19074.2,Medium,0,0,Small,3,2,2,2
Suzuki,Ertiga,2018,1672356.0,81979,Electric,Automatic,0,SUV,Colombo,Used,Individual,Gold,12,6,Medium Tax Era,Standard,Very High,0,14.32974456658174,Mid (4-7yr),13663.166666666666,Medium,0,0,Micro,4,2,2,1
Suzuki,Spacia,2015,1151274.0,100758,Hybrid,Automatic,2000,SUV,Colombo,Used,Dealer,White,17,9,Low Tax Era,Standard,High,0,13.956380581842476,Old (8-12yr),11195.333333333334,High,0,0,Medium,3,1,3,3
Toyota,Vezel,2013,1450310.0,101638,Hybrid,Automatic,1500,SUV,Galle,Reconditioned,Dealer,Red,20,11,Low Tax Era,Standard,High,1,14.18728857415724,Old (8-12yr),9239.818181818182,High,0,1,Small,3,1,3,2
Suzuki,Hustler,2013,586852.0,217844,Petrol,Automatic,1300,Sedan,Kandy,Used,Dealer,White,10,11,Low Tax Era,Standard,Medium,0,13.282529641554055,Old (8-12yr),19804.0,Very High,0,0,Small,2,1,4,2
Honda,Accord,2011,802911.0,212450,Petrol,Automatic,1000,Van,Galle,Used,Dealer,White,17,13,Low Tax Era,Standard,Medium,0,13.596000397882484,Vintage (13+yr),16342.307692307691,Very High,0,0,Small,2,1,4,2
Toyota,Prius,2020,4044116.0,41337,Hybrid,Automatic,1000,Coupe,Galle,Reconditioned,Individual,White,16,4,High Tax Era,Standard,High,1,15.212773790454726,Mid (4-7yr),10334.25,Low,0,1,Small,3,3,1,2
Suzuki,Wagon R,2017,1711786.0,80581,Hybrid,Automatic,660,Hatchback,Colombo,Used,Individual,Black,24,7,Medium Tax Era,Standard,High,1,14.353048412055676,Mid (4-7yr),11511.57142857143,Medium,0,0,Micro,3,2,2,1
Toyota,Corolla,2017,2380464.0,40515,Hybrid,Automatic,1000,Sedan,Gampaha,Used,Individual,Silver,9,7,Medium Tax Era,Standard,High,0,14.682806404715093,Mid (4-7yr),5787.857142857143,Low,0,0,Small,3,2,1,2
Honda,Grace,2020,3051505.0,51444,Electric,Manual,0,Sedan,Gampaha,Reconditioned,Dealer,White,18,4,High Tax Era,Standard,Very High,0,14.931145797210862,Mid (4-7yr),12861.0,Medium,0,0,Micro,4,3,2,1
Toyota,Axio,2020,3932197.0,38849,Hybrid,Automatic,1800,Sedan,Anuradhapura,Used,Individual,Black,11,4,High Tax Era,Standard,High,1,15.18470911503427,Mid (4-7yr),9712.25,Low,0,0,Medium,3,3,1,3
Honda,City,2015,1775191.0,105497,Hybrid,Automatic,1000,Hatchback,Colombo,Used,Individual,Gold,11,9,Low Tax Era,Standard,High,0,14.389419144055891,Old (8-12yr),11721.888888888889,High,0,0,Small,3,1,3,2
Nissan,Note,2014,892039.0,240337,Petrol,Automatic,2000,SUV,Colombo,Used,Individual,Brown,13,10,Low Tax Era,Standard,Low,0,13.701266253606054,Old (8-12yr),24033.7,Very High,0,0,Medium,1,1,4,3
Nissan,Juke,2019,1895393.0,54605,Petrol,Manual,1500,Sedan,Kandy,Used,Individual,White,20,5,Medium Tax Era,Standard,Low,0,14.4549372904545,Mid (4-7yr),10921.0,Medium,0,0,Small,1,2,2,2
Mazda,CX-3,2020,3262803.0,46898,Hybrid,Automatic,1300,Coupe,Gampaha,Reconditioned,Individual,Silver,23,4,High Tax Era,Standard,High,0,14.99809750634872,Mid (4-7yr),11724.5,Low,0,0,Small,3,3,1,2
Toyota,Vitz,2008,685885.0,234546,Diesel,Automatic,1500,Hatchback,Kalutara,Reconditioned,Individual,Grey,13,16,Low Tax Era,Standard,Low,0,13.438466712140453,Vintage (13+yr),14659.125,Very High,0,0,Small,1,1,4,2
Honda,Accord,2018,2621971.0,84066,Hybrid,Automatic,1500,Sedan,Jaffna,Used,Individual,White,15,6,Medium Tax Era,Standard,High,0,14.779437264377671,Mid (4-7yr),14011.0,Medium,0,0,Small,3,2,2,2
Honda,City,2018,2394818.0,62504,Diesel,Automatic,2000,SUV,Colombo,Reconditioned,Dealer,Silver,21,6,Medium Tax Era,Standard,Low,0,14.688818211858552,Mid (4-7yr),10417.333333333334,Medium,0,0,Medium,1,2,2,3
Toyota,Prius,2015,1504391.0,110990,Petrol,Automatic,1300,Van,Negombo,Used,Dealer,Grey,6,9,Low Tax Era,Standard,Medium,1,14.223899387829535,Old (8-12yr),12332.222222222223,High,0,0,Small,2,1,3,2
Suzuki,Ertiga,2023,2678841.0,2407,Hybrid,Manual,1800,Coupe,Galle,Used,Individual,Grey,10,1,High Tax Era,Standard,High,0,14.800895169557212,New (0-3yr),2407.0,Low,0,0,Medium,3,3,1,3
Suzuki,Alto,2010,500000.0,227032,Petrol,Automatic,660,Hatchback,Matara,Used,Dealer,Grey,21,14,Low Tax Era,Standard,Medium,1,13.122365377402328,Vintage (13+yr),16216.57142857143,Very High,0,0,Micro,2,1,4,1
Toyota,CH-R,2019,2731202.0,46054,Diesel,Automatic,1000,SUV,Kalutara,Used,Individual,White,12,5,Medium Tax Era,Standard,Medium,0,14.820252729439988,Mid (4-7yr),9210.8,Low,0,0,Small,2,2,1,2
Mazda,Demio,2008,500000.0,180963,Petrol,Automatic,1300,Hatchback,Colombo,Used,Individual,Red,5,16,Low Tax Era,Standard,Medium,0,13.122365377402328,Vintage (13+yr),11310.1875,Very High,0,0,Small,2,1,4,2
Nissan,Caravan,2016,1303193.0,108689,Petrol,Automatic,1000,Van,Colombo,Reconditioned,Individual,Green,20,8,Medium Tax Era,Standard,Medium,0,14.080328732207809,Old (8-12yr),13586.125,High,0,0,Small,2,2,3,2
Nissan,Leaf,2015,1247237.0,53329,Hybrid,Automatic,1500,Wagon,Jaffna,Used,Dealer,White,6,9,Low Tax Era,Standard,High,0,14.036442064510434,Old (8-12yr),5925.444444444444,Medium,0,0,Small,3,1,2,2
Benz,E200,2022,4364980.125,44991,Petrol,Automatic,3000,Coupe,Jaffna,Used,Individual,Black,13,2,High Tax Era,Luxury,Low,0,15.28912442307696,New (0-3yr),22495.5,Low,2,0,Large,1,3,1,4
Suzuki,Swift,2011,500000.0,189765,Petrol,Manual,1000,Hatchback,Colombo,Reconditioned,Individual,White,7,13,Low Tax Era,Standard,Medium,1,13.122365377402328,Vintage (13+yr),14597.307692307691,Very High,0,1,Small,2,1,4,2
Suzuki,Swift,2020,2532337.0,43060,Hybrid,Automatic,1000,Hatchback,Colombo,Reconditioned,Individual,White,18,4,High Tax Era,Standard,High,1,14.744653544648248,Mid (4-7yr),10765.0,Low,0,1,Small,3,3,1,2
Mazda,Mazda 3,2018,2068819.0,74678,Petrol,Automatic,1500,Hatchback,Matara,Used,Individual,White,23,6,Medium Tax Era,Standard,Low,0,14.542488954393063,Mid (4-7yr),12446.333333333334,Medium,0,0,Small,1,2,2,2
Nissan,Caravan,2016,1175758.0,49269,Petrol,Automatic,1000,Van,Galle,Reconditioned,Individual,Blue,11,8,Medium Tax Era,Standard,Medium,0,13.977424454466494,Old (8-12yr),6158.625,Low,0,0,Small,2,2,1,2
Toyota,Prius,2015,1939696.0,83459,Hybrid,Automatic,1500,Hatchback,Gampaha,Used,Individual,Red,13,9,Low Tax Era,Standard,High,1,14.478042333274265,Old (8-12yr),9273.222222222223,Medium,0,0,Small,3,1,2,2
Toyota,Premio,2015,1465450.0,70930,Diesel,Automatic,1300,Sedan,Gampaha,Used,Dealer,Red,8,9,Low Tax Era,Standard,Medium,0,14.19767360288662,Old (8-12yr),7881.111111111111,Medium,0,0,Small,2,1,2,2
Suzuki,Wagon R,2018,1138156.0,119737,Petrol,Manual,1000,Hatchback,Kandy,Used,Dealer,Silver,6,6,Medium Tax Era,Standard,Medium,1,13.9449208454883,Mid (4-7yr),19956.166666666668,High,0,0,Small,2,2,3,2
Suzuki,Celerio,2020,1961080.0,41655,Hybrid,Manual,1000,Sedan,Negombo,Used,Dealer,Silver,6,4,High Tax Era,Standard,High,0,14.489006409781837,Mid (4-7yr),10413.75,Low,0,0,Small,3,3,1,2
Honda,Civic,2011,819489.0,221385,Diesel,Automatic,1500,Sedan,Kurunegala,Used,Dealer,Black,21,13,Low Tax Era,Standard,Low,0,13.61643747452903,Vintage (13+yr),17029.615384615383,Very High,0,0,Small,1,1,4,2
Suzuki,Alto,2012,725231.0,168177,Hybrid,Automatic,1000,Hatchback,Colombo,Used,Dealer,Grey,9,12,Low Tax Era,Standard,High,1,13.494246882647731,Old (8-12yr),14014.75,Very High,0,0,Small,3,1,4,2
Toyota,Corolla,2010,848090.0,112167,Petrol,Automatic,2000,Sedan,Gampaha,Reconditioned,Individual,Blue,8,14,Low Tax Era,Standard,Low,0,13.650743220337347,Vintage (13+yr),8011.928571428572,High,0,0,Medium,1,1,3,3
Toyota,Vezel,2018,2679068.0,106900,Hybrid,Manual,1300,SUV,Colombo,Used,Individual,Brown,22,6,Medium Tax Era,Standard,High,1,14.800979904074127,Mid (4-7yr),17816.666666666668,High,0,0,Small,3,2,3,2
KIA,Cerato,2014,1159315.0,234961,Hybrid,Automatic,1500,Van,Gampaha,Used,Individual,White,23,10,Low Tax Era,Standard,High,0,13.963340733995153,Old (8-12yr),23496.1,Very High,0,0,Small,3,1,4,2
Suzuki,Alto,2014,939180.0,92379,Hybrid,Manual,1000,Hatchback,Anuradhapura,Used,Dealer,Red,21,10,Low Tax Era,Standard,High,1,13.752763497868376,Old (8-12yr),9237.9,Medium,0,0,Small,3,1,2,2
Nissan,Leaf,2020,2266847.0,34810,Electric,Automatic,0,Coupe,Ratnapura,Used,Dealer,Blue,5,4,High Tax Era,Standard,Very High,0,14.633900878278396,Mid (4-7yr),8702.5,Low,0,0,Micro,4,3,1,1
Suzuki,Ertiga,2015,1181653.0,112903,Hybrid,Automatic,1800,Sedan,Colombo,Used,Dealer,Black,17,9,Low Tax Era,Standard,High,0,13.982425709899813,Old (8-12yr),12544.777777777777,High,0,0,Medium,3,1,3,3
Toyota,Allion,2018,2722932.0,91658,Hybrid,Automatic,1000,Sedan,Galle,Reconditioned,Dealer,White,6,6,Medium Tax Era,Standard,High,0,14.817220166138346,Mid (4-7yr),15276.333333333334,Medium,0,0,Small,3,2,2,2
Suzuki,Ertiga,2008,500000.0,163521,Petrol,Automatic,2000,Sedan,Galle,Reconditioned,Individual,Red,7,16,Low Tax Era,Standard,Low,0,13.122365377402328,Vintage (13+yr),10220.0625,Very High,0,0,Medium,1,1,4,3
Nissan,Caravan,2015,1323768.0,117355,Hybrid,Automatic,1800,Van,Gampaha,Used,Dealer,Silver,23,9,Low Tax Era,Standard,High,0,14.09599352895811,Old (8-12yr),13039.444444444445,High,0,0,Medium,3,1,3,3
Honda,Vezel,2014,1296126.0,169242,Hybrid,Automatic,1500,SUV,Gampaha,Reconditioned,Dealer,Red,9,10,Low Tax Era,Standard,High,1,14.074891144920436,Old (8-12yr),16924.2,Very High,0,1,Small,3,1,4,2
Toyota,Vitz,2013,1157140.0,209863,Diesel,Automatic,1300,Hatchback,Kandy,Reconditioned,Dealer,Red,16,11,Low Tax Era,Standard,Medium,0,13.961462865647794,Old (8-12yr),19078.454545454544,Very High,0,0,Small,2,1,4,2
Toyota,Prius,2010,711404.0,125689,Petrol,Manual,1500,Sedan,Kurunegala,Used,Individual,Black,8,14,Low Tax Era,Standard,Low,1,13.474997166866508,Vintage (13+yr),8977.785714285714,High,0,0,Small,1,1,3,2
Toyota,Aqua,2018,2042509.0,73541,Petrol,Automatic,1000,Hatchback,Kandy,Used,Individual,White,8,6,Medium Tax Era,Standard,Medium,1,14.529690001665141,Mid (4-7yr),12256.833333333334,Medium,0,0,Small,2,2,2,2
Mitsubishi,Pajero,2010,566967.0,199243,Petrol,Manual,1300,Wagon,Colombo,Reconditioned,Individual,Grey,11,14,Low Tax Era,Standard,Medium,0,13.24805814372747,Vintage (13+yr),14231.642857142857,Very High,0,0,Small,2,1,4,2
Nissan,X-Trail,2009,500000.0,241323,Petrol,Manual,1300,SUV,Kurunegala,Used,Individual,White,12,15,Low Tax Era,Standard,Medium,0,13.122365377402328,Vintage (13+yr),16088.2,Very High,0,0,Small,2,1,4,2
