model,year,price,mileage,engine_capacity,color,features_count,vehicle_age,tax_era,fuel_efficiency,is_popular_model,log_price,age_group,mileage_per_year,mileage_category,brand_age_interaction,is_premium_combo,engine_category,fuel_efficiency_enc,tax_era_enc,mileage_category_enc,engine_category_enc,brand_Benz,brand_Honda,brand_Hyundai,brand_KIA,brand_Mazda,brand_Mitsubishi,brand_Nissan,brand_Suzuki,brand_Toyota,fuel_type_Electric,fuel_type_Hybrid,fuel_type_Petrol,transmission_Manual,body_type_Hatchback,body_type_SUV,body_type_Sedan,body_type_Van,body_type_Wagon,condition_Used,seller_type_Individual,brand_category_Standard,location_Batticaloa,location_Colombo,location_Galle,location_Gampaha,location_Jaffna,location_Kalutara,location_Kandy,location_Kurunegala,location_Matara,location_Negombo,location_Ratnapura
Celerio,2015,1048782.0,49171,1500,Green,24,9,Low Tax Era,Low,0,13.863141002299496,Old (8-12yr),5463.444444444444,Low,0,0,Small,1,1,1,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Wagon R,2013,836890.0,95417,1000,White,21,11,Low Tax Era,High,1,13.637449113990145,Old (8-12yr),8674.272727272728,Medium,0,0,Small,3,1,2,2,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Fit,2021,4277635.0,27996,2000,Black,19,3,High Tax Era,High,1,15.268911078515414,New (0-3yr),9332.0,Low,0,0,Medium,3,3,1,3,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True
CX-3,2015,1462783.0,42179,1300,Silver,18,9,Low Tax Era,High,0,14.19585202727028,Old (8-12yr),4686.555555555556,Low,0,0,Small,3,1,1,2,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Allion,2014,1725376.0,180772,1500,Red,14,10,Low Tax Era,High,0,14.360956135293504,Old (8-12yr),18077.2,Very High,0,0,Small,3,1,4,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Wagon R,2016,873914.0,47415,1000,Black,10,8,Medium Tax Era,Medium,1,13.680738395903619,Old (8-12yr),5926.875,Low,0,0,Small,2,2,1,2,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True
530i,2013,2039365.0,165076,2500,Silver,19,11,Low Tax Era,Low,0,14.528149533203221,Old (8-12yr),15006.90909090909,Very High,11,0,Large,1,1,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
March,2014,985101.0,246589,1000,Blue,11,10,Low Tax Era,High,0,13.800500468092446,Old (8-12yr),24658.9,Very High,0,0,Small,3,1,4,2,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
X-Trail,2017,1669330.0,55088,1300,Silver,15,7,Medium Tax Era,Medium,0,14.327933505329407,Mid (4-7yr),7869.714285714285,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Wagon R,2017,1425500.0,118958,800,Green,6,7,Medium Tax Era,High,1,14.17003388884286,Mid (4-7yr),16994.0,High,0,1,Small,3,2,3,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Note,2019,2066234.0,105942,1000,White,24,5,Medium Tax Era,Medium,0,14.54123866856289,Mid (4-7yr),21188.4,High,0,0,Small,2,2,3,2,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Axela,2018,1988423.0,40174,1000,Brown,21,6,Medium Tax Era,Medium,0,14.502852923135848,Mid (4-7yr),6695.666666666667,Low,0,0,Small,2,2,1,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Mazda 3,2018,2110082.0,90445,1500,White,5,6,Medium Tax Era,High,0,14.56223784117148,Mid (4-7yr),15074.166666666666,Medium,0,0,Small,3,2,2,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Ertiga,2012,799233.0,147391,1500,White,23,12,Low Tax Era,High,0,13.591409047954116,Old (8-12yr),12282.583333333334,High,0,0,Small,3,1,3,2,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Vezel,2021,3854270.0,26889,1300,White,15,3,High Tax Era,High,1,15.164692442038586,New (0-3yr),8963.0,Low,0,0,Small,3,3,1,2,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Spacia,2014,815087.0,221880,1500,White,6,10,Low Tax Era,High,0,13.611051361854193,Old (8-12yr),22188.0,Very High,0,0,Small,3,1,4,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
Wagon R,2018,1990175.0,43765,1000,White,22,6,Medium Tax Era,High,1,14.503733635000948,Mid (4-7yr),7294.166666666667,Low,0,0,Small,3,2,1,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True
Sorento,2016,1457707.0,95312,1800,White,21,8,Medium Tax Era,Low,0,14.192375897144732,Old (8-12yr),11914.0,Medium,0,0,Medium,1,2,2,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Camry,2016,2114262.0,119650,1300,White,19,8,Medium Tax Era,Medium,0,14.564216846378077,Old (8-12yr),14956.25,High,0,0,Small,2,2,3,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Vitz,2018,2632956.0,101842,2000,Silver,5,6,Medium Tax Era,High,0,14.78361810716393,Mid (4-7yr),16973.666666666668,High,0,0,Medium,3,2,3,3,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Vezel,2014,1196614.0,131707,1500,Red,20,10,Low Tax Era,Low,1,13.995007295376798,Old (8-12yr),13170.7,High,0,0,Small,1,1,3,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Caravan,2018,1810187.0,95276,1800,White,13,6,Medium Tax Era,Low,0,14.408941265251478,Mid (4-7yr),15879.333333333334,Medium,0,0,Medium,1,2,2,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Vitz,2022,4364980.125,58664,1300,Black,19,2,High Tax Era,High,0,15.28912442307696,New (0-3yr),29332.0,Medium,0,0,Small,3,3,2,2,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Swift,2008,500000.0,241015,1000,White,19,16,Low Tax Era,Medium,1,13.122365377402328,Vintage (13+yr),15063.4375,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Aqua,2013,1643340.0,85039,0,Silver,20,11,Low Tax Era,Very High,1,14.312241922654282,Old (8-12yr),7730.818181818182,Medium,0,0,Micro,4,1,2,1,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Picanto,2016,1650886.0,83326,1300,White,14,8,Medium Tax Era,High,0,14.316823277192254,Old (8-12yr),10415.75,Medium,0,0,Small,3,2,2,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Corolla,2014,1209896.0,165947,1000,Grey,10,10,Low Tax Era,Medium,0,14.006045789982732,Old (8-12yr),16594.7,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True
Hustler,2012,668598.0,153233,1500,White,8,12,Low Tax Era,High,0,13.412939757304438,Old (8-12yr),12769.416666666666,Very High,0,0,Small,3,1,4,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Axio,2015,1969399.0,96704,0,Red,7,9,Low Tax Era,Very High,1,14.493239485795838,Old (8-12yr),10744.888888888889,Medium,0,0,Micro,4,1,2,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Vezel,2019,2673147.0,42187,1000,Red,18,5,Medium Tax Era,Medium,1,14.79876736208809,Mid (4-7yr),8437.4,Low,0,0,Small,2,2,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Elantra,2017,1659532.0,106736,1000,Black,13,7,Medium Tax Era,High,0,14.322046795452135,Mid (4-7yr),15248.0,High,0,0,Small,3,2,3,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Fit,2014,1345704.0,96322,1000,Silver,19,10,Low Tax Era,Medium,1,14.112428597261111,Old (8-12yr),9632.2,Medium,0,0,Small,2,1,2,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Celerio,2008,500000.0,203364,1000,White,14,16,Low Tax Era,Medium,0,13.122365377402328,Vintage (13+yr),12710.25,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Grace,2016,1538681.0,109166,1800,Red,5,8,Medium Tax Era,Low,0,14.246436763790264,Old (8-12yr),13645.75,High,0,0,Medium,1,2,3,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
City,2019,2167603.0,70049,1300,White,11,5,Medium Tax Era,Medium,0,14.589132968031317,Mid (4-7yr),14009.8,Medium,0,0,Small,2,2,2,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
City,2011,801774.0,210841,1000,Silver,7,13,Low Tax Era,Medium,0,13.594583298859094,Vintage (13+yr),16218.538461538461,Very High,0,0,Small,2,1,4,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Accord,2018,2127703.0,49359,1000,White,13,6,Medium Tax Era,Medium,0,14.570554022024323,Mid (4-7yr),8226.5,Low,0,0,Small,2,2,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
Swift,2020,2123440.0,44100,1000,White,10,4,High Tax Era,High,1,14.56854844403113,Mid (4-7yr),11025.0,Low,0,1,Small,3,3,1,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Hustler,2020,1992241.0,45835,1300,Silver,7,4,High Tax Era,High,0,14.504771195691635,Mid (4-7yr),11458.75,Low,0,0,Small,3,3,1,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Ertiga,2017,1327438.0,67197,1500,Blue,21,7,Medium Tax Era,Low,0,14.098762080006669,Mid (4-7yr),9599.57142857143,Medium,0,0,Small,1,2,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False
Grace,2019,2313838.0,118542,1000,Blue,24,5,Medium Tax Era,Medium,0,14.654418607824278,Mid (4-7yr),23708.4,High,0,0,Small,2,2,3,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Accord,2018,1963120.0,75931,2000,Silver,8,6,Medium Tax Era,Low,0,14.490046111705318,Mid (4-7yr),12655.166666666666,Medium,0,0,Medium,1,2,2,3,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Spacia,2012,819424.0,198028,1500,Brown,16,12,Low Tax Era,High,0,13.616358153758846,Old (8-12yr),16502.333333333332,Very High,0,0,Small,3,1,4,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Grace,2018,1979083.0,112075,1000,Brown,5,6,Medium Tax Era,Medium,0,14.498144669363546,Mid (4-7yr),18679.166666666668,High,0,0,Small,2,2,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Mirage,2018,2335752.0,106458,2000,Red,24,6,Medium Tax Era,High,0,14.663844881038408,Mid (4-7yr),17743.0,High,0,0,Medium,3,2,3,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Wagon R,2016,1191895.0,106629,1000,White,18,8,Medium Tax Era,Medium,1,13.991055874478928,Old (8-12yr),13328.625,High,0,0,Small,2,2,3,2,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
CH-R,2023,4364980.125,13017,1000,Green,15,1,High Tax Era,Medium,0,15.28912442307696,New (0-3yr),13017.0,Low,0,0,Small,2,3,1,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Mirage,2020,2801181.0,52228,2000,Red,15,4,High Tax Era,High,0,14.845552028925347,Mid (4-7yr),13057.0,Medium,0,0,Medium,3,3,2,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Premio,2013,1110397.0,244005,1000,Silver,7,11,Low Tax Era,Medium,0,13.920229067580317,Old (8-12yr),22182.272727272728,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Every,2017,1372468.0,116312,1500,White,23,7,Medium Tax Era,Low,0,14.132121865589797,Mid (4-7yr),16616.0,High,0,0,Small,1,2,3,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Alto,2014,905330.0,202564,660,Red,18,10,Low Tax Era,High,1,13.716055901669705,Old (8-12yr),20256.4,Very High,0,1,Micro,3,1,4,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Alto,2015,962503.0,103185,660,White,23,9,Low Tax Era,Medium,1,13.777293500979596,Old (8-12yr),11465.0,High,0,0,Micro,2,1,3,1,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
Outlander,2012,970304.0,221013,1300,Silver,16,12,Low Tax Era,High,0,13.785365734045564,Old (8-12yr),18417.75,Very High,0,0,Small,3,1,4,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Freed,2016,1962237.0,43255,0,White,15,8,Medium Tax Era,Very High,0,14.489596216541644,Old (8-12yr),5406.875,Low,0,0,Micro,4,2,1,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
Spacia,2018,1962645.0,45021,0,Grey,20,6,Medium Tax Era,Very High,0,14.489804120775995,Mid (4-7yr),7503.5,Low,0,0,Micro,4,2,1,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Outlander,2023,3466254.0,2759,1000,White,11,1,High Tax Era,Medium,0,15.058585318392153,New (0-3yr),2759.0,Low,0,0,Small,2,3,1,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
Wagon R,2020,2098109.0,47093,800,Black,10,4,High Tax Era,Medium,1,14.556547497450488,Mid (4-7yr),11773.25,Low,0,0,Small,2,3,1,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Premio,2016,1877635.0,97124,1800,White,14,8,Medium Tax Era,High,0,14.445524096748011,Old (8-12yr),12140.5,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Every,2014,697500.0,215203,1300,White,6,10,Low Tax Era,Medium,0,13.455259226368387,Old (8-12yr),21520.3,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
X-Trail,2019,2523217.0,50692,1500,Black,14,5,Medium Tax Era,High,0,14.741045628963818,Mid (4-7yr),10138.4,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Vezel,2015,2136951.0,110744,1000,Blue,21,9,Low Tax Era,High,1,14.574891072654546,Old (8-12yr),12304.888888888889,High,0,1,Small,3,1,3,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Tucson,2012,873751.0,134353,1800,Grey,22,12,Low Tax Era,High,0,13.6805518615118,Old (8-12yr),11196.083333333334,High,0,0,Medium,3,1,3,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Vezel,2019,2235879.0,75303,2000,Grey,8,5,Medium Tax Era,Low,1,14.620145444554018,Mid (4-7yr),15060.6,Medium,0,0,Medium,1,2,2,3,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Accent,2018,2105055.0,43262,1500,Silver,10,6,Medium Tax Era,High,0,14.559852628070173,Mid (4-7yr),7210.333333333333,Low,0,0,Small,3,2,1,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
Fit,2019,3139590.0,51874,0,White,24,5,Medium Tax Era,Very High,1,14.959603094623477,Mid (4-7yr),10374.8,Medium,0,0,Micro,4,2,2,1,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Premio,2020,3540197.0,34942,2000,Red,8,4,High Tax Era,High,0,15.0796932157492,Mid (4-7yr),8735.5,Low,0,0,Medium,3,3,1,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Wagon R,2014,916572.0,183751,0,Brown,11,10,Low Tax Era,Very High,1,13.728396993935545,Old (8-12yr),18375.1,Very High,0,0,Micro,4,1,4,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Tiida,2012,881070.0,173185,2000,White,20,12,Low Tax Era,High,0,13.688893491909463,Old (8-12yr),14432.083333333334,Very High,0,0,Medium,3,1,4,3,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Hustler,2018,1661063.0,71923,1800,White,7,6,Medium Tax Era,High,0,14.32296891885855,Mid (4-7yr),11987.166666666666,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
Aqua,2019,3234704.0,118840,1800,Red,15,5,Medium Tax Era,High,1,14.989448291650875,Mid (4-7yr),23768.0,High,0,0,Medium,3,2,3,3,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Camry,2018,2544984.0,109460,1300,White,21,6,Medium Tax Era,High,0,14.749635314039764,Mid (4-7yr),18243.333333333332,High,0,0,Small,3,2,3,2,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True
Aqua,2014,1571553.0,138817,1800,White,10,10,Low Tax Era,High,1,14.267575496703849,Old (8-12yr),13881.7,High,0,0,Medium,3,1,3,3,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
Rio,2015,1319104.0,117475,0,White,7,9,Low Tax Era,Very High,0,14.092464034293021,Old (8-12yr),13052.777777777777,High,0,0,Micro,4,1,3,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Aqua,2010,720128.0,243623,1300,White,16,14,Low Tax Era,Medium,1,13.487185641610475,Vintage (13+yr),17401.64285714286,Very High,0,1,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Corolla,2021,3114238.0,20698,1300,White,9,3,High Tax Era,Medium,0,14.951495378591503,New (0-3yr),6899.333333333333,Low,0,0,Small,2,3,1,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
i10,2008,500000.0,223464,1300,Silver,5,16,Low Tax Era,Medium,0,13.122365377402328,Vintage (13+yr),13966.5,Very High,0,0,Small,2,1,4,2,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Note,2014,1126375.0,191576,2000,Gold,18,10,Low Tax Era,High,0,13.93451595734074,Old (8-12yr),19157.6,Very High,0,0,Medium,3,1,4,3,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Every,2017,1388633.0,100281,1800,Blue,12,7,Medium Tax Era,High,0,14.143831088094455,Mid (4-7yr),14325.857142857143,High,0,0,Medium,3,2,3,3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Sorento,2017,1486159.0,47347,2000,White,10,7,Medium Tax Era,Low,0,14.211706170065286,Mid (4-7yr),6763.857142857143,Low,0,0,Medium,1,2,1,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Prius,2018,2388549.0,54011,1800,Silver,13,6,Medium Tax Era,High,1,14.686197045233408,Mid (4-7yr),9001.833333333334,Medium,0,1,Medium,3,2,2,3,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Montero,2010,595086.0,212659,2000,Blue,21,14,Low Tax Era,Low,0,13.29646289232628,Vintage (13+yr),15189.92857142857,Very High,0,0,Medium,1,1,4,3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Sportage,2014,992968.0,139993,2000,Silver,17,10,Low Tax Era,Low,0,13.808454724010293,Old (8-12yr),13999.3,High,0,0,Medium,1,1,3,3,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Axio,2008,689816.0,224341,1300,White,22,16,Low Tax Era,Medium,1,13.444181624005786,Vintage (13+yr),14021.3125,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
Freed,2020,2510602.0,29719,1500,White,7,4,High Tax Era,Low,0,14.736033521299014,Mid (4-7yr),7429.75,Low,0,0,Small,1,3,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
CX-3,2015,1272556.0,90225,2000,Black,8,9,Low Tax Era,Low,0,14.056538820116769,Old (8-12yr),10025.0,Medium,0,0,Medium,1,1,2,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
Allion,2015,2137737.0,45313,1500,White,16,9,Low Tax Era,High,0,14.575258818623894,Old (8-12yr),5034.777777777777,Low,0,0,Small,3,1,1,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Fit,2014,1313342.0,99229,2000,Grey,9,10,Low Tax Era,High,1,14.08808635298501,Old (8-12yr),9922.9,Medium,0,1,Medium,3,1,2,3,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Accent,2015,1233787.0,92227,1300,Brown,10,9,Low Tax Era,High,0,14.025599669660775,Old (8-12yr),10247.444444444445,Medium,0,0,Small,3,1,2,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Axio,2019,2866812.0,110442,0,Silver,10,5,Medium Tax Era,Very High,1,14.868711517764426,Mid (4-7yr),22088.4,High,0,0,Micro,4,2,3,1,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Vitz,2019,3074096.0,67386,1800,Brown,14,5,Medium Tax Era,High,0,14.938521757560059,Mid (4-7yr),13477.2,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Allion,2017,2219796.0,117853,1000,White,13,7,Medium Tax Era,High,0,14.612926308225997,Mid (4-7yr),16836.14285714286,High,0,0,Small,3,2,3,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Prius,2010,736140.0,118346,2000,Black,15,14,Low Tax Era,Low,1,13.509176955449615,Vintage (13+yr),8453.285714285714,High,0,0,Medium,1,1,3,3,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Axio,2009,647031.0,81881,1500,Black,11,15,Low Tax Era,Low,1,13.380151031301711,Vintage (13+yr),5458.733333333334,Medium,0,0,Small,1,1,2,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
